ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
492,HD,7,8,IL,1,4,A,4/3/2011,4/6/2011,10/25/2010,NA,1439,19,5,0.731,4/1/2010,8/27/2010,4,3,4/1/2010,B,Other,10,PUBLIC,1,7,8,522,G,0.308,0,East Coast,EXISTING,26,29,1439,1,9/21/2010,9/21/2010,194,194,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.049808429,0.896551724,3,S-M,0
493,HD,8,8,NY,0,4,A,4/3/2011,4/6/2011,10/12/2010,SA,1425,0,0,0,NA,8/23/2010,0,3,8/18/2010,,Other,1,Private non-Christian,1,K,8,155,L,0,0,East Coast,NEW,17,20,1425,1,9/28/2010,9/28/2010,187,187,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.109677419,0.85,3,S,0
494,HN,NA,NA,VA,0,4,B,4/3/2011,4/6/2011,1/25/2011,SA,1299,0,0,0,NA,NA,3,0,1/13/2011,,Other,7,PUBLIC,0,,NA,,,0,0,East Coast,NEW,36,36,1299,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,April,Undefined,Undefined,Undefined->Undefined,H,0,NA,1,0,,0
495,HD,8,8,CA,0,5,A,4/3/2011,4/7/2011,10/1/2010,NA,2004,7,1,0.467,4/26/2010,8/26/2010,2,1,4/17/2010,B,Northern California,5,PUBLIC,1,6,8,946,Q,0.067,0,East Coast,EXISTING,15,16,2004,1,9/30/2010,9/30/2010,185,185,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.015856237,0.9375,1,L,0
496,HD,8,8,GA,1,4,B,4/3/2011,4/7/2011,10/14/2010,NA,820,11,4,0.647,2/18/2010,8/19/2010,7,3,1/28/2010,B,Other,10,PUBLIC,1,6,8,855,K,0,0,East Coast,EXISTING,17,20,820,1,9/22/2010,9/22/2010,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019883041,0.85,3,L,0
497,HD,6,8,CA,0,5,A,4/3/2011,4/7/2011,10/29/2010,NA,2080,6,3,0.667,3/25/2010,8/19/2010,6,2,3/23/2010,C,Southern California,5,PUBLIC,1,6,8,710,O,0.111,0,East Coast,EXISTING,9,11,2080,1,9/23/2010,9/23/2010,192,192,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.012676056,0.818181818,2,M-L,0
498,HD,8,8,WA,0,5,A,4/3/2011,4/7/2011,11/1/2010,NA,2049,4,1,0.333,3/25/2010,8/25/2010,1,1,3/19/2010,B,Pacific Northwest,5,PUBLIC,1,K,8,415,M,0,0,East Coast,EXISTING,12,13,2049,1,9/9/2010,9/9/2010,206,206,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.028915663,0.923076923,1,S-M,1
499,HD,7,8,WA,0,5,A,4/3/2011,4/7/2011,11/15/2010,NA,2094,10,1,0.345,5/14/2010,9/3/2010,1,4,5/15/2010,A,Pacific Northwest,5,PUBLIC,1,7,8,803,O,0.172,0,East Coast,EXISTING,29,33,2094,2,11/9/2010,11/17/2010,145,137,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.03611457,0.878787879,4,M-L,1
500,HD,6,8,CA,0,5,A,4/3/2011,4/7/2011,10/25/2010,FR,1879,44,6,0.564,2/11/2010,8/20/2010,8,7,2/10/2010,C,Southern California,10,PUBLIC,1,6,8,1306,M,0.18,0,East Coast,EXISTING,78,85,1879,2,5/19/2010,9/15/2010,319,200,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.059724349,0.917647059,7,L,0
501,HD,6,8,WA,0,5,A,4/3/2011,4/7/2011,10/15/2010,NA,1999,5,4,0.313,4/28/2010,8/30/2010,4,3,4/27/2010,C,Pacific Northwest,5,PUBLIC,1,6,8,980,I,0.313,0,East Coast,EXISTING,16,19,1999,2,5/27/2010,9/14/2010,311,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.016326531,0.842105263,3,L,0
502,HD,6,8,WA,0,5,A,4/3/2011,4/7/2011,10/1/2010,NA,1938,11,3,0.55,4/27/2010,8/23/2010,4,2,4/27/2010,B,Pacific Northwest,5,PUBLIC,1,K,8,720,K,0.2,0,East Coast,EXISTING,20,22,1938,2,5/20/2010,9/28/2010,318,187,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.027777778,0.909090909,2,M-L,0
503,HD,7,8,MI,0,5,B,4/3/2011,4/7/2011,10/19/2010,NA,803,16,11,0.516,NA,9/9/2010,18,2,9/2/2010,B,Other,10,PUBLIC,1,6,8,708,K,0.258,0,East Coast,EXISTING,31,33,803,1,9/29/2010,9/29/2010,186,186,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.043785311,0.939393939,2,M-L,0
504,HD,7,8,ID,1,5,A,4/3/2011,4/7/2011,10/22/2010,FR,1899,6,3,0.546,3/10/2010,9/9/2010,10,1,3/10/2010,B,Other,5,PUBLIC,1,K,8,308,Z,0.182,0,East Coast,NEW,11,12,1899,2,4/15/2010,10/5/2010,353,180,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.035714286,0.916666667,1,S,0
505,HD,8,NA,CA,0,5,A,4/3/2011,4/7/2011,11/9/2010,NA,1899,12,6,0.5,NA,9/24/2010,10,2,9/23/2010,B,Southern California,5,PUBLIC,1,6,8,804,N,0.125,0,East Coast,NEW,24,26,1899,1,10/26/2010,10/26/2010,159,159,Middle,Undefined,Middle->Undefined,April,Middle,Middle,Middle->Middle,H,0,0.029850746,0.923076923,2,M-L,1
506,HD,8,8,CA,0,5,A,4/3/2011,4/8/2011,10/22/2010,NA,2170,7,1,0.636,NA,8/16/2010,2,2,6/24/2010,B,Southern California,5,PUBLIC,1,7,8,1050,M,0.273,0,East Coast,EXISTING,11,13,2170,1,9/13/2010,9/13/2010,202,202,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.01047619,0.846153846,2,L,1
507,HD,8,8,WA,0,6,A,4/3/2011,4/8/2011,11/8/2010,NA,2149,13,3,0.448,4/14/2010,8/30/2010,8,2,4/14/2010,B,Pacific Northwest,5,PUBLIC,1,7,8,658,O,0.138,0,East Coast,EXISTING,29,31,2149,1,9/21/2010,9/21/2010,194,194,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.044072948,0.935483871,2,M-L,1
508,HD,5,9,WA,0,6,A,4/3/2011,4/8/2011,10/29/2010,NA,2150,7,3,0.5,1/26/2010,8/30/2010,5,3,12/17/2009,B,Pacific Northwest,5,PUBLIC,1,K,8,490,N,0.286,0,East Coast,EXISTING,14,17,2150,1,9/28/2010,9/28/2010,187,187,Elementary,High,Elementary->High,April,K,Middle,K->Middle,H,0,0.028571429,0.823529412,3,S-M,0
509,HD,8,8,CA,0,6,A,4/3/2011,4/8/2011,10/15/2010,NA,1799,19,3,0.576,5/12/2010,9/1/2010,4,6,5/12/2010,A,Northern California,5,PUBLIC,1,6,8,1000,Q,0.364,0,East Coast,EXISTING,33,39,1799,1,9/1/2010,9/1/2010,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.033,0.846153846,6,L,1
510,HD,8,8,WA,1,6,A,4/3/2011,4/8/2011,10/15/2010,NA,2152,23,4,0.371,1/25/2010,8/23/2010,7,5,1/23/2010,A,Pacific Northwest,5,PUBLIC,1,8,9,1200,O,0.29,0,East Coast,EXISTING,62,67,2152,2,9/22/2010,10/5/2010,193,180,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.051666667,0.925373134,5,L,0
511,HN,7,8,GA,0,4,T,4/3/2011,4/8/2011,11/1/2010,NA,1699,10,2,0.714,4/23/2010,8/10/2010,4,2,4/23/2010,C,Other,2,PUBLIC,1,6,8,1047,B,0.286,0,East Coast,NEW,14,16,1699,1,8/31/2010,8/31/2010,215,215,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.013371538,0.875,2,L,1
512,HD,8,8,CA,0,5,A,4/3/2011,4/8/2011,11/19/2010,NA,1822,6,0,0.261,5/13/2010,8/16/2010,1,2,5/14/2010,,Southern California,10,CHD,1,PK,8,250,P,0.217,0,East Coast,EXISTING,23,25,1822,1,9/13/2010,9/13/2010,202,202,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.092,0.92,2,S,1
513,HD,6,8,WA,0,6,A,4/3/2011,4/8/2011,10/29/2010,NA,2150,14,1,0.56,1/26/2010,9/3/2010,1,3,1/9/2010,B,Pacific Northwest,5,PUBLIC,1,K,8,550,K,0.28,0,East Coast,EXISTING,25,28,2150,1,9/28/2010,9/28/2010,187,187,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.045454545,0.892857143,3,S-M,0
514,HC,7,8,CA,0,5,A,4/3/2011,4/8/2011,10/29/2010,NA,2247,8,2,0.8,3/16/2010,9/2/2010,3,1,3/15/2010,B,Southern California,5,PUBLIC,1,6,8,1300,Q,0.2,0,East Coast,EXISTING,10,11,2247,2,6/7/2010,9/29/2010,300,186,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.007692308,0.909090909,1,L,1
515,HC,8,8,CA,0,5,A,4/3/2011,4/8/2011,10/15/2010,NA,2424,26,9,0.565,4/30/2010,9/7/2010,11,4,4/30/2010,C,Southern California,5,PUBLIC,1,6,8,1261,J,0.152,0,East Coast,EXISTING,46,50,2424,1,9/21/2010,9/21/2010,194,194,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.036478985,0.92,4,L,1
516,HC,8,8,CA,0,6,A,4/3/2011,4/8/2011,10/1/2010,FR,2368,33,5,0.635,3/18/2010,8/18/2010,5,5,3/17/2010,B,Northern California,5,PUBLIC,1,6,8,1135,O,0.173,0,East Coast,EXISTING,52,57,2368,1,9/1/2010,9/1/2010,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.045814978,0.912280702,5,L,1
517,HD,8,8,CA,0,6,A,4/3/2011,4/8/2011,10/29/2010,NA,2194,4,2,0.286,NA,8/16/2010,2,2,8/14/2010,B,Northern California,5,PUBLIC,0,6,8,736,P,0.214,0,East Coast,NEW,14,16,2194,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019021739,0.875,2,M-L,1
518,HD,8,8,CA,0,6,A,4/3/2011,4/8/2011,11/2/2010,NA,1799,42,4,0.894,NA,9/28/2010,5,8,9/21/2010,A,Northern California,5,PUBLIC,0,6,8,1000,Q,0.149,0,East Coast,EXISTING,47,55,1799,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.047,0.854545455,8,L,1
519,HD,8,8,CA,0,4,A,4/4/2011,4/7/2011,11/19/2010,NA,2043,8,0,0.5,4/23/2010,8/19/2010,0,2,4/16/2010,,Northern California,10,Catholic,1,PK,8,225,P,0,0,East Coast,EXISTING,16,18,2043,1,9/2/2010,9/2/2010,214,214,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.071111111,0.888888889,2,S,1
520,HD,8,8,NE,0,4,A,4/4/2011,4/7/2011,10/15/2010,FR,1507,58,2,0.558,2/17/2010,8/12/2010,2,5,2/17/2010,,Other,5,Catholic,1,PK,8,900,Q,0.394,0,East Coast,EXISTING,104,109,1507,1,9/13/2010,9/13/2010,203,203,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.115555556,0.95412844,5,L,1
521,ST,7,9,WA,0,5,A,4/4/2011,4/8/2011,10/29/2010,NA,2054,7,2,0.636,3/1/2010,9/10/2010,2,1,2/27/2010,A,Pacific Northwest,6,PUBLIC,1,7,9,714,O,0.091,0,Science,NEW,11,12,2054,1,9/21/2010,9/21/2010,195,195,Middle,High,Middle->High,April,Middle,High,Middle->High,S,0,0.015406162,0.916666667,1,M-L,0
522,SK,6,8,WA,0,5,A,4/4/2011,4/8/2011,11/15/2010,NA,1982,5,2,0.417,2/26/2010,8/11/2010,3,1,2/11/2010,B,Pacific Northwest,6,PUBLIC,1,6,7,530,L,0,0,Science,EXISTING,12,13,1982,2,5/24/2010,9/16/2010,315,200,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.022641509,0.923076923,1,S-M,1
523,CD,11,11,TX,0,5,A,4/4/2011,4/8/2011,10/1/2010,NA,1819,25,8,0.893,3/1/2010,8/4/2010,8,4,2/4/2010,,Houston,5,CHD,1,PK,12,350,P,0.286,0,East Coast,EXISTING,28,32,1819,2,5/18/2010,9/8/2010,321,208,High,High,High->High,April,PK,High,PK->High,C,1,0.08,0.875,4,S-M,1
524,HD,7,8,WA,0,5,A,4/4/2011,4/8/2011,11/1/2010,NA,2022,8,3,0.727,3/31/2010,8/18/2010,3,1,3/26/2010,B,Pacific Northwest,5,PUBLIC,1,7,8,643,M,0.455,0,East Coast,NEW,11,12,2022,2,5/20/2010,10/19/2010,319,167,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.017107309,0.916666667,1,M-L,0
525,ST,7,8,WA,0,5,A,4/4/2011,4/8/2011,10/29/2010,NA,2081,4,1,0.571,2/9/2010,9/16/2010,1,1,2/8/2010,B,Pacific Northwest,6,PUBLIC,0,6,8,823,P,0.714,0,Science,NEW,7,8,2081,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.008505468,0.875,1,L,0
526,SK,7,7,WA,0,5,A,4/4/2011,4/8/2011,10/15/2010,NA,1950,8,0,0.471,5/13/2010,8/31/2010,1,2,5/8/2010,A,Pacific Northwest,6,PUBLIC,1,6,7,580,P,0.294,0,Science,EXISTING,17,19,1950,2,6/8/2010,9/21/2010,300,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,1,0.029310345,0.894736842,2,M-L,1
527,HD,5,6,CA,0,5,A,4/4/2011,4/8/2011,10/5/2010,NA,2025,9,5,0.6,4/21/2010,8/27/2010,8,2,4/16/2010,A,Southern California,4,PUBLIC,1,K,5,581,Q,0.133,0,East Coast,EXISTING,15,17,2025,1,9/22/2010,9/22/2010,194,194,Elementary,Middle,Elementary->Middle,April,K,Elementary,K->Elementary,H,0,0.025817556,0.882352941,2,M-L,1
528,CD,7,8,WA,1,5,A,4/4/2011,4/8/2011,10/1/2010,NA,2028,9,1,0.563,3/24/2010,8/23/2010,2,1,3/23/2010,,Pacific Northwest,7,PUBLIC,1,,NA,,,0.5,0,East Coast,NEW,16,17,2028,2,4/27/2010,9/28/2010,342,188,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,C,0,NA,0.941176471,1,,0
529,HD,8,8,CA,1,5,A,4/4/2011,4/8/2011,11/1/2010,NA,1842,7,5,0.5,3/9/2010,8/30/2010,4,2,2/20/2010,,Southern California,10,Private non-Christian,0,K,8,165,P,0.071,0,East Coast,EXISTING,14,16,1842,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.084848485,0.875,2,S,1
530,CN,6,8,CA,1,5,A,4/4/2011,4/8/2011,10/15/2010,NA,2638,4,0,0.571,2/25/2010,8/18/2010,0,1,2/24/2010,,Southern California,5,Private non-Christian,1,K,8,428,O,0,1,East Coast,EXISTING,7,8,2638,2,5/27/2010,9/14/2010,312,202,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,0,0.01635514,0.875,1,S-M,1
531,HD,8,8,MI,0,5,B,4/4/2011,4/8/2011,11/1/2010,NA,736,29,6,0.46,3/29/2010,8/31/2010,4,4,3/27/2010,,Other,10,Catholic,1,PK,8,500,F,0.111,0,East Coast,EXISTING,63,67,736,1,9/13/2010,9/13/2010,203,203,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.126,0.940298507,4,S-M,1
532,HD,6,7,WA,0,5,A,4/4/2011,4/8/2011,10/31/2010,NA,1992,8,2,0.571,2/22/2010,8/30/2010,3,1,2/18/2010,B,Pacific Northwest,5,PUBLIC,1,5,7,604,M,0.214,0,East Coast,EXISTING,14,15,1992,1,9/23/2010,9/23/2010,193,193,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.023178808,0.933333333,1,M-L,1
533,HD,8,8,WA,0,5,A,4/4/2011,4/8/2011,11/5/2010,NA,1773,14,7,0.609,10/21/2009,2/18/2010,7,3,10/8/2009,B,Pacific Northwest,5,PUBLIC,1,7,8,657,L,0.174,0,East Coast,EXISTING,23,26,1773,1,9/15/2010,9/15/2010,201,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.03500761,0.884615385,3,M-L,0
534,HD,7,8,CA,1,5,A,4/4/2011,4/8/2011,9/30/2010,SA,1649,0,0,0,3/22/2010,8/30/2010,1,9,3/6/2010,,Northern California,5,Catholic,1,PK,8,475,O,0,0,East Coast,EXISTING,104,113,1649,1,8/30/2010,8/30/2010,217,217,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.218947368,0.920353982,9,S-M,0
535,HN,7,8,WA,0,5,A,4/4/2011,4/8/2011,10/8/2010,NA,2449,21,3,0.808,6/9/2010,8/27/2010,6,3,5/15/2010,B,Pacific Northwest,5,PUBLIC,1,7,8,609,M,0.039,0,East Coast,EXISTING,26,29,2449,2,9/28/2010,11/2/2010,188,153,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.042692939,0.896551724,3,M-L,1
536,HC,8,8,CA,0,5,A,4/4/2011,4/8/2011,10/1/2010,NA,1979,5,7,0.333,5/4/2010,9/21/2010,8,1,5/3/2010,C,Southern California,5,PUBLIC,1,6,8,706,O,0.067,0,East Coast,NEW,15,16,1979,2,6/2/2010,10/13/2010,306,173,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.021246459,0.9375,1,M-L,1
537,HD,8,8,CA,0,5,A,4/4/2011,4/8/2011,10/25/2010,NA,1976,7,0,0.583,5/7/2010,10/5/2010,0,1,5/7/2010,,Northern California,7,CHD,1,,NA,,,0.167,0,East Coast,EXISTING,12,13,1976,2,5/25/2010,9/24/2010,314,192,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.923076923,1,,1
538,SC,7,8,FL,1,5,A,4/4/2011,4/8/2011,10/15/2010,NA,1859,35,9,0.761,5/4/2010,8/31/2010,9,4,5/5/2010,,Other,4,Private non-Christian,1,PK,8,500,D,0.087,0,Costa Rica,EXISTING,46,50,1859,1,9/22/2010,9/22/2010,194,194,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,S,0,0.092,0.92,4,S-M,1
539,CN,11,12,CA,1,5,A,4/4/2011,4/8/2011,11/1/2010,NA,2319,9,3,0.692,3/26/2010,8/23/2010,4,1,3/26/2010,,Northern California,5,CHD,1,PK,12,1155,P,0.462,0,East Coast,NEW,13,14,2319,1,10/12/2010,10/12/2010,174,174,High,High,High->High,April,PK,High,PK->High,C,0,0.011255411,0.928571429,1,L,0
540,HD,5,5,CA,1,5,A,4/4/2011,4/8/2011,11/19/2010,NA,1959,10,0,0.714,2/11/2010,8/30/2010,0,1,2/11/2010,B,Southern California,4,PUBLIC,1,K,5,700,Q,0.571,0,East Coast,EXISTING,14,15,1959,1,9/29/2010,9/29/2010,187,187,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.02,0.933333333,1,M-L,0
541,HD,8,8,MI,0,4,B,4/4/2011,4/8/2011,10/29/2010,NA,800,11,1,0.262,5/19/2010,8/11/2010,1,3,5/5/2010,B,Other,10,PUBLIC,1,6,8,750,N,0.524,0,East Coast,NEW,42,45,800,1,9/21/2010,9/21/2010,195,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.056,0.933333333,3,M-L,1
542,HD,8,8,CA,0,5,A,4/4/2011,4/8/2011,10/29/2010,NA,1970,27,2,0.659,4/26/2010,8/10/2010,3,4,4/22/2010,,Southern California,5,PUBLIC,1,K,8,,O,0.146,0,East Coast,EXISTING,41,45,1970,1,9/7/2010,9/7/2010,209,209,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,NA,0.911111111,4,,1
543,HD,5,6,CA,0,5,A,4/4/2011,4/8/2011,10/1/2010,NA,2025,1,0,0.167,4/21/2010,8/27/2010,1,1,4/16/2010,A,Southern California,4,PUBLIC,1,K,5,980,Q,0.167,0,East Coast,NEW,6,7,2025,2,5/13/2010,10/5/2010,326,181,Elementary,Middle,Elementary->Middle,April,K,Elementary,K->Elementary,H,0,0.006122449,0.857142857,1,L,0
544,SK,7,NA,WA,1,5,A,4/4/2011,4/8/2011,11/30/2010,NA,2025,3,0,0.5,NA,8/30/2010,0,1,8/26/2010,A,Pacific Northwest,6,PUBLIC,1,6,7,575,P,0.167,0,Science,NEW,6,7,2025,1,9/21/2010,9/21/2010,195,195,Middle,Undefined,Middle->Undefined,April,Middle,Middle,Middle->Middle,S,0,0.010434783,0.857142857,1,S-M,0
545,HD,8,8,CA,0,5,A,4/4/2011,4/8/2011,10/15/2010,NA,2057,54,18,0.711,NA,8/30/2010,15,6,8/27/2010,A,Northern California,5,PUBLIC,0,6,8,670,Q,0.197,0,East Coast,EXISTING,76,82,2057,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.113432836,0.926829268,6,M-L,1
546,HD,6,8,CA,1,5,A,4/4/2011,4/8/2011,11/25/2010,SA,1798,0,0,0,NA,10/27/2010,0,3,10/6/2010,,Southern California,3,PUBLIC,0,,NA,,,0,0,East Coast,EXISTING,20,23,1798,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,April,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.869565217,3,,1
547,CC,9,9,WA,0,5,A,4/4/2011,4/9/2011,10/14/2010,NA,1999,21,2,0.677,4/29/2010,9/16/2010,2,3,4/23/2010,,Pacific Northwest,5,CHD,1,7,12,563,M,0.226,1,East Coast,EXISTING,31,34,1999,1,9/28/2010,9/28/2010,188,188,High,High,High->High,April,Middle,High,Middle->High,C,1,0.055062167,0.911764706,3,S-M,1
548,HC,8,8,CA,0,6,A,4/4/2011,4/9/2011,11/1/2010,NA,2224,19,1,0.559,5/21/2010,9/9/2010,1,4,5/21/2010,A,Northern California,5,PUBLIC,1,6,8,975,Q,0.294,0,East Coast,EXISTING,34,38,2224,1,9/21/2010,9/21/2010,195,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.034871795,0.894736842,4,L,1
549,HO,9,9,KY,0,6,B,4/4/2011,4/9/2011,11/5/2010,NA,859,16,2,0.471,NA,8/27/2010,3,7,8/26/2010,A,Other,10,PUBLIC,0,7,12,560,O,0.088,0,East Coast,NEW,34,41,859,0,NA,NA,NA,NA,High,High,High->High,April,Middle,High,Middle->High,H,1,0.060714286,0.829268293,7,S-M,0
550,HC,8,8,CA,0,6,A,4/4/2011,4/9/2011,10/31/2010,FR,2364,13,6,0.433,4/6/2010,9/2/2010,12,4,4/2/2010,B,Northern California,5,PUBLIC,1,6,8,752,O,0.267,0,East Coast,EXISTING,30,34,2364,2,6/2/2010,9/15/2010,306,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.039893617,0.882352941,4,M-L,1
551,CD,8,8,CA,1,6,A,4/4/2011,4/9/2011,10/14/2010,NA,2140,7,2,0.7,2/11/2010,8/31/2010,2,1,2/12/2010,0,Southern California,5,CHD,1,K,9,641,Q,0.1,0,East Coast,EXISTING,10,11,2140,2,2/16/2010,9/5/2010,412,211,Middle,Middle,Middle->Middle,April,K,High,K->High,C,1,0.015600624,0.909090909,1,M-L,0
552,HD,8,8,NY,0,3,B,4/5/2011,4/7/2011,10/29/2010,NA,599,55,2,0.514,5/27/2010,9/10/2010,7,10,4/18/2010,A,Other,5,PUBLIC,1,6,12,760,Q,0.094,0,East Coast,EXISTING,107,117,599,2,10/6/2010,10/21/2010,181,166,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.140789474,0.914529915,10,M-L,1
553,HD,8,8,WA,0,4,A,4/5/2011,4/8/2011,10/15/2010,NA,1606,10,1,0.588,4/14/2010,8/23/2010,1,2,4/14/2010,B,Pacific Northwest,5,PUBLIC,1,6,8,890,P,0.177,0,East Coast,EXISTING,17,19,1606,1,9/21/2010,9/21/2010,196,196,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019101124,0.894736842,2,L,1
554,HD,8,8,CT,0,4,B,4/5/2011,4/8/2011,10/31/2010,CP,776,116,5,0.667,3/19/2010,8/24/2010,16,18,3/17/2010,A,Other,5,PUBLIC,1,6,8,713,Q,0.092,1,East Coast,EXISTING,174,192,776,1,9/16/2010,9/16/2010,201,201,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.244039271,0.90625,18,M-L,1
555,HD,8,8,CO,0,5,A,4/5/2011,4/9/2011,11/19/2010,NA,1799,13,2,0.929,NA,9/13/2010,3,1,9/10/2010,C,Other,10,PUBLIC,1,6,8,761,L,0.071,0,East Coast,NEW,14,15,1799,1,10/5/2010,10/5/2010,182,182,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.018396846,0.933333333,1,M-L,1
556,HD,NA,NA,CA,0,5,A,4/5/2011,4/9/2011,10/1/2010,NA,2004,7,3,0.539,5/6/2010,5/6/2010,4,1,5/6/2010,B,Northern California,5,PUBLIC,1,6,8,923,Q,0.077,0,East Coast,NEW,13,14,2004,1,5/24/2010,5/24/2010,316,316,Undefined,Undefined,Undefined->Undefined,April,Middle,Middle,Middle->Middle,H,0,0.014084507,0.928571429,1,L,0
557,HD,9,9,WA,0,5,A,4/5/2011,4/9/2011,10/1/2010,NA,2106,6,0,0.75,5/17/2010,8/30/2010,0,1,5/15/2010,B,Pacific Northwest,5,PUBLIC,1,7,9,816,L,0,0,East Coast,EXISTING,8,9,2106,1,9/28/2010,9/28/2010,189,189,High,High,High->High,April,Middle,High,Middle->High,H,1,0.009803922,0.888888889,1,L,0
558,HD,7,8,CA,0,5,A,4/5/2011,4/9/2011,11/19/2010,NA,2074,3,1,0.5,NA,9/23/2010,3,1,9/20/2010,C,Southern California,5,PUBLIC,1,6,8,1265,K,0,0,East Coast,NEW,6,7,2074,1,10/13/2010,10/13/2010,174,174,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.004743083,0.857142857,1,L,0
